"Summary: Several deaths have occurred amongst members of staff in the Goldfinch Institute, a research facility in Albuquerque, USA, which manufactures highly classified weapon systems for the British Army, the Secret Intelligence Service and SIS-TERR. Bex's job is to go to Albuquerque and covertly investigate to see if there is any threat to British interests, but there's a problem - the Head of Security of the Goldfinch Institute is someone she was at university with. Bex is forced to call on Kieron's help again, as he goes out undercover in her place with a faked identity as a teenage computer genius. As Bex investigates the deaths of the Goldfinch employees, there seems to be something more sinister lurking behind them. Something that not only threatens Kieron, who's been kidnapped by the Goldfinch Institute and taken to its HQ in Tel Aviv, but the whole of Eastern Europe.",1231351,,MF LAN,278 pages.,,,,,,9.78185E+12,,,,,London,2018,2018,,Andrew Lane.,,Last safe moment #2,,,,,Monograph,text,,,,,"Lane, Andy",,Piccadilly Press,AWOL; 2,"Secret service - Great Britain - FictionSpies - FictionMurder - FictionKidnapping - FictionTechnology - FictionWeapons - FictionIntelligence organisationsEspionageMurderKidnappingTechnologiesSurvivalWeaponsFiction",,,
,1265634,,CLA 3 CRO,[2] p. : col. ill.,,,,,,,,,Text type: Narrative.,,South Melbourne,[2009],2009,,story by Debbie Croft ; illustrations by Toby Quarmby.,,Late again!,,,,,Monograph,text,,,,,"Croft, DebbieQuarmby, Toby",,Nelson Cengage Learning,PM benchmark;  level 29,"Time perception - FictionFictionPerceptionTime",,,
,1265620,,CLA PREP GIL,16 p. : col. ill.,,,,,,,,,Text type: Narrative.,,South Melbourne,2009,2009,,story by Jenny Giles ; illustrations by Susy Boyer.,,Late for school,,,,,Monograph,text,,,,,"Giles, JennyBoyer, Susy",,Nelson Cengage Learning,PM benchmark;  level 11,Fiction,,,
Summary: An ocean current brings evil as an angry Black Manta pays a visit to the villianous Lex Luthor. Can Aquaman and his super freinds save the day? Or will the return of Lex's Legion of Doom be too much for our super heroes?,1231460,,PF SUP: BAL,24 pages : chiefly colour illustrations.,,,,,,9.78147E+12,,,Originally published by DC Comics in Super Powers #4.,,Oxford,2019,2019,,by Art Baltazar and Franco.,,League vs. legion!,,,,,Monograph,graphic,,,,,"Baltazar, ArtAureliani, Franco",DC Comics,Raintree,"DC Super powers; 4Super powers!; 4","Superheroes - FictionVillains - FictionHeroesVillainsFictionGraphic novels",,,League versus legion!
,1231431,,HR 11: 597.9 KIR,16 pages : colour illustrations.,,,,,,,,,ISBN duplicated on all volumes in series. Guided reading: H ; Reading level: 11 ; DRA level: 12. Word count: 210.,,"Huntington Beach, CA",[2018],2018,,written by Anna Kirschberg.,,Learn about reptiles,,,,,Monograph,text,,,,,"Kirschberg, Anna",,"Junior Learning, Inc","Fantails book banded readers. Early level 3, Non-fiction; 8Fantails book banded readers; 8","Levelled readersReptiles",,,
,1231507,,HR 13: 629.8 KIR,16 pages : colour illustrations.,,,,,,,,,ISBN duplicated on all volumes in series. Guided reading: H ; Reading level: 13 ; DRA level: 13. Word count: 237.,,"Huntington Beach, CA",[2018],2018,,written by Anna Kirschberg.,,Learn about robots,,,,,Monograph,text,,,,,"Kirschberg, Anna",,"Junior Learning, Inc","Fantails book banded readers. Early level 4, Non-fiction; 4Fantails book banded readers; 4","Levelled readersRobots",,,
,1231487,,HR 16: 720 KIR,16 pages : colour illustrations.,,,,,,,,,ISBN duplicated on all volumes in series. Guided reading: I ; Reading level: 16 ; DRA level: 16. Word count: 316.,,"Huntington Beach, CA",[2018],2018,,written by Anna Kirschberg.,,Learn about skyscrapers,,,,,Monograph,text,,,,,"Kirschberg, Anna",,"Junior Learning, Inc","Fantails book banded readers. Fluency level 1, Non-fiction; 2Fantails book banded readers; 2","SkyscrapersLevelled readersMultistorey buildings",,,
"Summary: For individuals and students learning to program, this book teaches basic syntax and programming techniques and introduces three modules: Tkinter, SQLite, and pdb.",1255645,,TR 005.13 PYT,"viii, 120 pages : illustrations.",,,,,,9.78191E+12,,,,,"Tolpuddle, Dorset, United Kingdom",2017,2017,,P. M. Heathcote.,,Learning to program in Python,,,,,Monograph,text,,,,,"Heathcote, P.M",,PG Online Limited,,"Python (Computer program language)Programming (Computers)Programming languagesComputer programming",,,
"Summary: Link and Midna journey toward Death Mountain, seeking a power that can save Hyrule from the Shadow King. In the face of so many obstacles, Link must steel himself to overcome his own doubts and to find Ilia and the other villagers kidnapped by the forces of evil. But even if Link can defeat these challenges, he still has to find the shards of the Shadow Crystal. The quest continues in the Twilight Realm...",1211241,,MF LEG: HIM,1 volume (unpaged) : chiefly illustrations.,,,Viz Media edition.,,,9.78142E+12,,,Reads from right to left.,,"San Francisco, CA",[2018],2018,,"story and art by Akira Himekawa ; translation, John Werry ; English adaptation, Stan!.",,The legend of Zelda. Twilight princess. Volume 3.,,,,,Monograph,graphic,,,,,"Himekawa, Akira",,Viz Media,"The legend of Zelda; Legend of Zelda; ","Heroes - FictionPrinces and princesses - FictionMagic - FictionGood and evil - FictionKidnapping - FictionVoyages and travels - FictionHeroesPrincessesSorceryGood and evilKidnappingQuestsFictionGraphic novelsManga",,,
Summary: Link and Midna head for Death Mountain to dispel the darkness that is plaguing the Gorons and hopefully obtain another shard of the Shadow Crystal. If they can recover the shard they'll only need to find one more piece of the Crystal. But their journey is far from over--shadows are gathering at Hyrule Castle and there are still many grave dangers and terrible foes to face! (Back cover),1211242,,MF LEG: HIM,1 volume (unpaged) : chiefly illustrations.,,,Viz Media edition.,,,9.78197E+12,,,Reads from right to left.,,"San Francisco, CA",2018,2018,,"story and art by Akira Himekawa ; translation, John Werry ; English adaptation, Stan!.",,The legend of Zelda. Twilight princess. Volume 4.,,,,,Monograph,graphic,,,,,"Himekawa, Akira",,Viz Media,"The legend of Zelda; 4Legend of Zelda; 4","Heroes - FictionPrinces and princesses - FictionMagic - FictionGood and evil - FictionKidnapping - FictionVoyages and travels - FictionHeroesPrincessesSorceryGood and evilKidnappingQuestsFictionGraphic novelsManga",,,
"Summary: Once upon a time, wizards tried to conquer the Sacred Realm of Hyrule. The Spirits of Light sealed the wizards’ power within the Shadow Crystal and banished them to the Twilight Realm beyond the Mirror of Twilight. Now, an evil menace is trying to find Midna, Princess of the Twilight Realm, and the fragments of the Shadow Crystal to gain the power to rule over both the Twilight Realm and the World of Light.Midna has been Link’s traveling companion and ally since the start of their journey, but will her ultimate goal of saving the Twilight Realm drive her away from Link? Link’s own quest to save Hyrule leads him to seek the advice of Princess Zelda—and learn that to defeat the ultimate evil plaguing the world they will need a particular weapon: the Master Sword! (back cover)",1211244,,MF LEG: HIM,1 volume (unpaged) : chiefly illustrations.,,,Viz Media edition.,,,9.78197E+12,,,Reads from right to left.,,"San Francisco, CA",2019,2019,,"story and art by Akira Himekawa ; translation, John Werry ; English adaptation, Stan!.",,The legend of Zelda. Twilight princess. Volume 5.,,,,,Monograph,graphic,,,,,"Himekawa, Akira",,Viz Media,"The legend of Zelda; 5Legend of Zelda; 5","Heroes - FictionPrinces and princesses - FictionMagic - FictionGood and evil - FictionKidnapping - FictionVoyages and travels - FictionHeroesPrincessesSorceryGood and evilKidnappingQuestsFictionGraphic novelsManga",,,
"Summary: The legions will be unleashed. No-one can stand against the coming horde. After witnessing a powerful sacrifice, Ember Hill knows that nothing she was taught by dragon organisation Talon is true. About humans, about rogue dragons, about herself and what she's capable of doing and feeling. In the face of great loss, Ember vows to stand with rogue dragon Riley against The Order of St. George and against own twin brother Dante ? the heir apparent Talon, who will soon unleash the greatest threat dragonkind has ever known. Talon is poised to take over the world, and the abominations they have created will soon take to the skies, darkening the world with the promise of blood and death to those who will not yield. (Back cover)",1231348,,MF KAG,400 pages.,,,First Australian paperback edition.,,,9.78149E+12,,,,,"Sydney, NSW, Australia",2017,2017,,Julie Kagawa.,,Legion #4,,,,,Monograph,text,,,,,"Kagawa, Julie",,HQ Young Adult,"The Talon saga; [4]Talon saga; 4","Dragons - FictionBrothers and sisters - FictionMetamorphosis - FictionDragonsSiblingsMetamorphosisFiction",,,
"Back of box: Our life is full of THINGS! From chocolate to cereal, coffee to cleaning products - and they all have LOGOs. The Logo board game is all about those Logos AND the things wrapped up in them. It taps into the knowledge we've piled up over our lives and adds a few astonishing facts and surprises to entertain the whole family. ",1252004,,EQU 794 LOG,"Contents: LOGO playing board, 6 playing pieces, 400 LOGO question cards, instruction sheet",,,,,,,,,Ages 12 - Adult. 2-6 players.,,"Pawtucket, R.I.",2009,2009,,...of things you know and love,,Lego Board Game,,,,,Monograph,game,,,,http://www.legoboardgame.com.au,,,Drumond Park Limited,,Board games,,,
,1231842,,,30 User guide 32 p.: col. ill. + 1 lego kit ,,,,,,,,,Lego Kit contains : 6 solar panels; 6 energy meters; 6 e-motor; 6 lights; 6 extension wires; 36 blades; 6 temperature sensors. ,,,,,,,,LEGO Renewable Energy Add-on Set ,,,,,Equipment,equipment,,,,,,,,,"Robots - Design and constructionRobots - Data processingModels and model makingRobotsScale models",,,"Lego 9688LEGO Renewable Energy Add-on Set for 6 students"
Summary: Discover more brilliant beasts you never knew you needed to know about from the altai argali to the yellow-throated marten and everything in between. (Publisher),1231622,,JNF 591.47 BRO,"56 pages : colour illustrations, maps.",,,,,,9.78179E+12,,,,,Oxford,2019,2019,,Martin Brown.,,Lesser spotted animals. 2,,,,,Monograph,text,,,,https://www.scool.scholastic.com.au/standingorders/Jadehttp.dll?StandingOrders=&_session=969d8f3a33546c4c&H05=5&prdCode=8601388,"Brown, Martin",,David Fickling Books,,"Animals - PhysiologyColour of animalsPhysical characteristics (Animals)Patterns",,,Martin Brown's lesser spotted animals. 2
"This Levels of Understanding guide to The Catcher in the Rye contains units comprised of five types of questions, from the lowest level of Bloom's hierarchy of skills to the highest:Comprehension questions assess students' basic understanding of the text, providing a framework for a fundamental understanding of plot and character.Reader Response questions allow students to respond to the text, making important personal judgements and connections to the work of literature.Analysis questions help students examine craft and structure by requiring them to examine how various techniques and literary or theatrical devices function in the literature they're studying.Synthesis questions bridge the gap between analysis and evaluation to foster the integration of knowledge and ideas, as students draw on their own understanding to form conclusions about themes, motifs, style, imagery, and more.Evaluation questions challenge students to make qualitative judgements in order to determine whether a particular aspect within the text is effective or ineffective, necessary or redundant.",1231893,,TR 813 SAL,"184 pgs, digital PDF file ",,,,,,9.78098E+12,,,Contains Teacher Guide and Student Worksheets,,,2012,2012,,written by Frank Hering,,Levels of Understanding: The Catcher in the rye ,,,,,Monograph,text,,,,https://moretonbaycollege.sharepoint.com/sites/MBBC/wholecollege/library/Shared%20Documents/LIBRARY%20MANAGEMENT/Collections/E%20Books%20master%20file/Prestwick%20House%20Pubs/Catcher%20in%20the%20Rye/308903.pdf?csf=1&e=9JVkCO&cid=3817fd69-2046-4130-b24a-0f41cfc64699,"Salinger, J.DHering, Frank",,Prestwick House,"Using blooms taxonomy to explore literature; Levels of understanding; ","Salinger, J.D. Catcher in the ryeAmerican fiction - Problems, exercises, etcAmerican fictionProblem sets",,,"Catcher in the ryeUsing Bloom's Taxonomy to Explore Literature Levels of Understanding: The Catcher in the Rye"
"Summary: Liarbirds learn to lie from the day they hatch. They are the best in the bush at fibbing, faking, fabricating and fake-news creating. Until one lyrebird decides to go straight, and discovers that sometimes even the truth hurts. (Publisher)",1266504,,JF BUN,32 unnumbered pages : colour illustrations.,,,,,,9.78174E+12,,,,,"Gosford, NSW",2019,2019,,Laura + Philip Bunting.,,Liarbird,,,,,Monograph,text,,,,,"Bunting, LauraBunting, Philip",,Omnibus Books,,"Lyrebirds - FictionHonesty - FictionBirdsHonestyFictionPicture books",,,
"Summary: In this book Suzie the Scientist helps us learn about life cycles. We learn that different types of animals have different types of life cycles and explore characteristics of these life cycles in animals such as insects, birds, fish, reptiles and mammals. (Back cover)",1231566,,HR 16: 571.8 OSB,16 pages : colour illustrations.,,,,,,9.78065E+12,,,"On cover: Life cycles : biological sciences. Reading level: PM 16-18, Fountas & Pinnell I-J. On front cover: Written for the Australian Curriculum: Science.",,"West Burleigh, QLD",2017,2017,,"Sienna Osborne, Randall Hall, Richard John.",,Life cycles,,,,,Monograph,text,,,,,"Osborne, SiennaHall, RandallJohn, Richard",,Publicious Pty Ltd,Suzie the scientist; 17,"Life cycles (Biology)Levelled readersAnimal reproductionPlant reproductionFungiPicture books",,,Life cycles : biological sciences
Summary: In this book Suzie the Scientist helps us learn about light and how it enables us to see things. We identify the Sun as the major source of light on Earth and how light from the Sun reflects off objects to allow us to see them. Suzie also shows us different sources of light and how they can be used in our daily lives. (Back cover),1231572,,HR 11: 535 OSB,16 pages : colour illustrations.,,,,,,9.78065E+12,,,"On cover: Light : physical sciences. Reading level: PM 11-13, Fountas & Pinnell G-H. On front cover: Written for the Australian Curriculum: Science.",,"West Burleigh, QLD",2017,2017,,"Sienna Osborne, Randall Hall, Richard John.",,Light,,,,,Monograph,text,,,,,"Osborne, SiennaHall, RandallJohn, Richard",,Publicious Pty Ltd,Suzie the scientist; 12,"Levelled readersLightPicture books",,,Light : physical sciences
